HD 210277,,,210277,109378,22h 09m 29.87s,-07° 32′ 55.2″,6.63,4.99,69,G0V,has a planet (b),aquarius
37 Aqr,,,210422,109460,22h 10m 31.74s,-10° 49′ 13.7″,6.64,0.97,444,K0,suspected variable,aquarius
24 Aqr,,,206058,106942,21h 39m 31.39s,-00° 03′ 04.1″,6.66,3.48,141,F7III,triple star,aquarius
HD 212771,,,212771,110813,22h 27m 03.07s,-17° 15′ 49.2″,7.6,2.17,397,G8IV,has a planet (b),aquarius
HD 222582,,,222582,116906,23h 41m 51.53s,-05° 59′ 08.7″,7.7,4.59,137,G5,has a planet (b),aquarius
HD 220689,,,220689,115662,23h 25m 53s,-20° 36′ 58″,7.77,4.53,145,G3V,has a planet (b),aquarius
Gliese 884,,,217357,116215,23h 32m 49s,-16° 50′ 44″,7.87,8.34,26.8,K7V,,aquarius
HD 215152,,,215152,112190,22h 43m 21s,-06° 24′ 03″,8.13,6.47,70,K0,"has four planets (b, c, d & e)",aquarius
HD 206610,,,206610,107251,21h 43m 24.90s,-07° 24′ 29.7″,8.34,2.19,555,K0III,has a planet (b),aquarius
Gliese 898,,,221503,113576,23h 00m 16.12s,-22° 31′ 27.6″,8.36,7.68,45.5,K6V,,aquarius
104 Aqr B,A2,,222561,116904,23h 41m 46.39s,-17° 47′ 00.5″,8.52,1.29,911,A6V:,component of the 104 Aqr system,aquarius
WASP-69,,,0,0,21h 00m 06.0s,-05° 05′ 40″,9.87,6.38,163,K5,has a transiting planet (b),aquarius
Gl 876,,IL,0,113020,22h 53m 16.73s,-14° 15′ 49.3″,10.17,11.81,15.3,M3.5V,"IL Aqr; nearby red dwarf, BY Dra variable, Vmax = 10.15m, Vmin = 10.21m; has four planets (b, c, d & e)",aquarius
Gl 849,,,0,109388,22h 09m 40.35s,-04° 38′ 26.6″,10.42,10.7,29,M3.5,has two planets (b & c),aquarius
WASP-70 A,,,0,0,21h 01m 54.0s,-13° 26′ 00″,10.79,3.84,799,G4,has a transiting planet (b),aquarius
WASP-75,,,0,0,22h 49m 33.0s,-10° 40′ 32″,11.45,4.38,848,F9,has a transiting planet (b),aquarius
AE Aqr,,AE,0,101991,20h 40m 09.16s,-00° 52′ 15.0″,11.6,6.56,333,K2Ve + pec(e+cont),"DQ Her-type cataclysmic variable, Vmax = 10.18m, Vmin = 12.12m",aquarius
WASP-47,,,0,0,22h 04m 49.0s,-12° 01′ 08″,11.9,5.4,652,G9V,"has four transiting planets (b, c, d & e)",aquarius
EZ Aqr,,EZ,0,0,22h 38m 33.62s,-15° 17′ 59.2″,12.18,14.49,11.3,M5.5Ve-M7e,12th closest star system; triple star; flare star,aquarius
WASP-6,,,0,0,23h 12m 38.0s,-22° 40′ 26″,12.4,4.96,1001,G8,has a transiting planet (b),aquarius
WASP-147,,,0,0,23h 56m 46.0s,-22° 09′ 11″,12.31,0,1389,G4,has a transiting planet (b),aquarius
LP 876-10,,,0,0,22h 48m 04.47s,-24° 22′ 07.5″,12.62,0,0,M4V,Fomalhaut C,aquarius
WASP-165,,,0,0,23h 50m 19.3s,-17° 04′ 39″,12.69,0,0,G6,has a transiting planet (b),aquarius
FO Aqr,,FO,0,0,22h 17m 55.43s,-08° 21′ 04.6″,13.5,0,0,,"DQ Her-type cataclysmic variable, Vmax = 12.7m, Vmin = 14.2m, P = 0.202060 d",aquarius
Altair,α,,187642,97649,19h 50m 46.68s,+08° 52′ 02.6″,0.76,2.2,17,A7IV-V,"Atair, Al Nesr Al Tair, Vulture Volans;[1] 12th brightest star; nearby; has two optical components; δ Sct variable, ΔV = 0.004m, P = 0.06342 d",aquila
γ Aql,γ,,186791,97278,19h 46m 15.57s,+10° 36′ 47.8″,2.72,-3.03,460,K3II,"Tarazed, Tarazad, Reda, Menkib al Nesr, Humerus Vulturis;[1] double star; suspected variable",aquila
ζ Aql,ζ,,177724,93747,19h 05m 24.61s,+13° 51′ 49.4″,2.99,0.96,83,A0Vn,"Okab, Deneb el Okab, Denebokab Australis, Woo, Yuë (吳越), Dzeneb al Tair, Cauda (Vulturis) Volantis;[1] triple star",aquila
θ Aql,θ,,191692,99473,20h 11m 18.26s,-00° 49′ 17.3″,3.24,-1.48,287,B9.5III,"Tseen Foo, Thanih Ras al Akab, Secunda Capitis Vulturis;[1] spectroscopic binary; suspected variable",aquila
δ Aql,δ,,182640,95501,19h 25m 29.75s,+03° 06′ 52.5″,3.36,2.43,50,F0IV,"Denebokab, Song, Sung, Djenubi Menkib al Nesr, Australior Humerus Vulturis;[1] binary star; suspected variable",aquila
λ Aql,λ,,177756,93805,19h 06m 14.95s,-04° 52′ 56.4″,3.43,0.51,125,B9Vn,Al Thalimain,aquila
β Aql,β,,188512,98036,19h 55m 18.77s,+06° 24′ 28.6″,3.71,3.03,45,G8IVvar,"Alshain, Alschain, Alschairn, Unuk al Ghyrab, Collum Corvi;[1] binary star; suspected variable; triple star; suspected variable",aquila
η Aql,η,,187929,97804,19h 52m 28.36s,+01° 00′ 20.4″,3.87,-3.91,1173,F6Ib-G4Ib,"Cepheid variable, Vmax = 3.48m, Vmin = 4.39m, P = 7.17664 d",aquila
ε Aql,ε,,176411,93244,18h 59m 37.39s,+15° 04′ 06.5″,4.02,0.65,154,K2III,"Deneb el Okab, Denebokab Borealis, Woo, Yuë (吳越); triple star",aquila
12 Aql,i,,176678,93429,19h 01m 40.84s,-05° 44′ 20.5″,4.02,0.73,149,K1IIIvar,suspected variable,aquila
71 Aql,l,,196574,101847,20h 38m 20.27s,-01° 06′ 18.3″,4.31,-1.04,384,G8III SB,spectroscopic binary,aquila
ι Aql,ι,,184930,96468,19h 36m 43.28s,-01° 17′ 11.6″,4.36,-0.51,307,B5III,Al Thalimain; double star,aquila
μ Aql,μ,,184406,96229,19h 34m 05.23s,+07° 22′ 45.5″,4.45,1.8,111,K3III,multiple star; suspected variable,aquila
ν Aql,ν,,182835,95585,19h 26m 31.09s,+00° 20′ 18.9″,4.64,-8.12,11643,F2Ib,double star; suspected variable,aquila
ξ Aql,ξ,,188310,97938,19h 54m 14.882s,+08° 27′ 41.23″,4.722,0.74,204,G9IIIb,"Libertas,[2] has a planet (b)",aquila
69 Aql,,,195135,101101,20h 29m 38.96s,-02° 53′ 07.7″,4.91,1.07,191,K2III,,aquila
70 Aql,,,196321,101692,20h 36m 43.63s,-02° 32′ 59.7″,4.91,-4.24,2203,K5II,,aquila
κ Aql,κ,,184915,96483,19h 36m 53.45s,-07° 01′ 38.9″,4.93,-3.32,1455,B0.5III,,aquila
26 Aql,f,,181391,95066,19h 20m 32.84s,-05° 24′ 57.1″,4.98,1.61,154,G8III-IV...,spectroscopic binary,aquila
4 Aql,,,173370,91975,18h 44m 49.93s,+02° 03′ 36.3″,5.02,-0.78,472,B9V,,aquila
36 Aql,e,,183630,95937,19h 30m 39.82s,-02° 47′ 19.9″,5.03,-0.91,502,M1IIIvar,suspected variable,aquila
18 Aql,,Y,178125,93867,19h 06m 58.60s,+11° 04′ 16.7″,5.07,-0.89,507,B8III,Y Aql; double star; eclipsing binary,aquila
23 Aql,,,180972,94885,19h 18m 32.49s,+01° 05′ 06.3″,5.1,-0.24,381,K2II-IIIvar,triple star,aquila
37 Aql,,,184492,96327,19h 35m 07.25s,-10° 33′ 37.6″,5.12,-0.55,444,G8III,,aquila
ο Aql,ο,,187691,97675,19h 51m 01.50s,+10° 24′ 57.8″,5.12,3.68,63,F8V,multiple star system,aquila
21 Aql,,V1288,179761,94477,19h 13m 42.70s,+02° 17′ 37.4″,5.14,-1.33,640,B8II-IIIp(Hg:),"V1288 Aql; double star; α2 CVn variable, Vmax = 5.06m, Vmin = 5.16m, P = 1.73 d",aquila
31 Aql,b,,182572,95447,19h 24m 57.77s,+11° 56′ 34.3″,5.17,4.27,49,G8IVvar,triple star; suspected variable,aquila
σ Aql,σ,,185507,96665,19h 39m 11.64s,+05° 23′ 52.0″,5.18,-1.42,682,B3V + B3V,"β Lyr variable, ΔV = 0.2m, P = 1.95026 d",aquila
19 Aql,,,178596,94068,19h 08m 59.92s,+06° 04′ 24.2″,5.23,2.03,142,F0III-IV,,aquila
11 Aql,,,176303,93203,18h 59m 05.73s,+13° 37′ 21.2″,5.27,1.88,155,F8V,triple star; suspected variable,aquila
ω1 Aql,ω1,,180868,94834,19h 17m 49.00s,+11° 35′ 43.4″,5.28,-0.28,422,F0IV,,aquila
χ Aql A,χ,,186203,96957,19h 42m 34.01s,+11° 49′ 35.8″,5.28,-1.53,751,F3V:+...,multiple star system,aquila
φ Aql,φ,,188728,98103,19h 56m 14.23s,+11° 25′ 25.4″,5.28,1.28,206,A1IV,spectroscopic binary; suspected variable,aquila
132 G. Aql,,,194013,100541,20h 23m 10.71s,+05° 20′ 35.1″,5.3,0.91,246,G8III-IV,,aquila
FF Aql,,FF,176155,93124,18h 58m 14.75s,+17° 21′ 39.4″,5.33,-4.07,2470,F5Ia-F8Ia,"double star; Cepheid variable, Vmax = 5.18m, Vmin = 5.68m, P = 4.47092 d",aquila
20 Aql,,,179406,94385,19h 12m 40.70s,-07° 56′ 22.2″,5.35,-2.51,1216,B3V,,aquila
51 Aql,,,187532,97650,19h 50m 46.80s,-10° 45′ 48.9″,5.38,3.27,86,F0V,binary star,aquila
14 Aql,g,,176984,93526,19h 02m 54.49s,-03° 41′ 56.4″,5.4,-0.53,499,A1V,double star,aquila
15 Aql,h,,177463,93717,19h 04m 57.66s,-04° 01′ 52.9″,5.4,0.41,325,K1III,double star; suspected variable,aquila
66 Aql,,,192107,99631,20h 13m 13.87s,-01° 00′ 33.4″,5.44,-1.74,888,K5III,,aquila
42 Aql,,,185124,96556,19h 37m 47.26s,-04° 38′ 51.0″,5.45,2.92,105,F3IV,,aquila
27 Aql,d,,181440,95073,19h 20m 35.68s,-00° 53′ 31.8″,5.46,-0.51,509,B9III,,aquila
τ Aql,τ,,190327,98823,20h 04m 08.31s,+07° 16′ 40.6″,5.51,-0.53,527,K0III,,aquila
28 Aql,A,V1208,181333,94982,19h 19m 39.35s,+12° 22′ 28.7″,5.53,0.39,347,F0III,"V1208 Aql; triple star; δ Sct variable, Vmax = 5.51m, Vmin = 5.56m, P = 0.149663 d",aquila
62 Ser,,,175515,92872,18h 55m 27.44s,+06° 36′ 55.8″,5.58,0.81,293,G9III,"69 G. Aquilae, suspected variable",aquila
HD 180262,,,180262,94624,19h 15m 20.09s,+15° 05′ 01.2″,5.58,-0.79,613,G8II-III,double star,aquila
22 Aql,,,180482,94727,19h 16m 31.02s,+04° 50′ 05.4″,5.59,-0.53,546,A3IV,,aquila
58 Aql,,,188350,97980,19h 54m 44.77s,+00° 16′ 25.2″,5.6,0.48,345,A0III,,aquila
V1291 Aql,,V1291,188041,97871,19h 53m 18.72s,-03° 06′ 52.2″,5.63,0.99,277,A5p(Sr-Cr-Eu),"α2 CVn variable, Vmax = 5.61m, Vmin = 5.67m, P = 224.5 d",aquila
45 Aql,,,185762,96807,19h 40m 43.31s,-00° 37′ 16.7″,5.64,0.93,285,A3IV,double star,aquila
HD 180555,,,180555,94720,19h 16m 26.78s,+14° 32′ 40.6″,5.65,0.36,372,B9.5V,binary star,aquila
62 Aql,,,190299,98844,20h 04m 23.15s,-00° 42′ 32.5″,5.67,-0.59,582,K4III,,aquila
π Aql B,π,,187260,0,19h 48m 42.10s,+11° 48′ 55.0″,5.7,0,0,,component of the π Aql system,aquila
57 Aql A,,,188293,97966,19h 54m 37.65s,-08° 13′ 38.0″,5.7,0.64,335,B7Vn,double star,aquila
14 Sge,,,190229,98754,20h 03m 30.01s,+16° 01′ 52.6″,5.73,-0.72,637,B9MNp...,,aquila
π Aql,π,,187259,97473,19h 48m 42.05s,+11° 48′ 57.3″,5.75,-0.46,570,F2V:+...,component of the π Aql system,aquila
56 Aql,,,188154,97928,19h 54m 08.27s,-08° 34′ 27.0″,5.76,0.35,394,K5III,double star,aquila
35 Aql,c,V1431,183324,95793,19h 29m 00.99s,+01° 57′ 01.9″,5.79,1.94,192,A0V,"V1431 Aql; rapidly oscillating α2 CVn variable, ΔV = 0.04m",aquila
42 G. Aql,,,181907,95222,19h 22m 21.51s,-00° 15′ 08.2″,5.81,0.58,363,G8III:,,aquila
13 G. Aql,,,177178,93580,19h 03m 32.24s,+01° 49′ 08.2″,5.82,2.11,180,A4V,,aquila
49 G. Aql,,,183227,95732,19h 28m 20.80s,+02° 55′ 48.2″,5.84,-1.65,1025,B6III,,aquila
100 G. Aql,,,189340,98416,19h 59m 47.49s,-09° 57′ 26.2″,5.87,3.92,80,F8V,,aquila
5 Aql,,,173654,92117,18h 46m 28.58s,-00° 57′ 41.9″,5.89,1.4,258,A2m,binary star,aquila
υ Aql,υ,,186689,97229,19h 45m 39.92s,+07° 36′ 47.4″,5.89,2.22,176,A3IV,,aquila
103 G. Aql,,,189695,98526,20h 00m 58.97s,+08° 33′ 28.0″,5.9,-1.3,898,K5III,,aquila
10 Aql,,V1286,176232,93179,18h 58m 46.92s,+13° 54′ 24.4″,5.91,1.55,242,A4p(Eu-Cr-Sr),"V1286 Aql; α2 CVn variable, Vmax = 5.83m, Vmin = 5.93m, P = 6.05 d",aquila
64 Aql,,,191067,99171,20h 08m 01.75s,-00° 40′ 40.9″,5.97,2.57,156,K1IV,,aquila
HD 185018,,,185018,96481,19h 36m 52.45s,+11° 16′ 23.5″,5.98,-1.74,1140,G0Ib,multiple star,aquila
QS Aql,,QS,185936,96840,19h 41m 05.53s,+13° 48′ 56.5″,5.98,-2.54,1646,B5V,"double star; Algol variable, Vmax = 5.93m, Vmin = 6.06m, P = 2.51329 d",aquila
80 G. Aql,,,187195,97499,19h 49m 02.19s,-10° 52′ 14.6″,6,1.29,285,K5III,,aquila
ω2 Aql,ω2,,181383,95002,19h 19m 53.04s,+11° 32′ 05.7″,6.03,1.37,278,A2V,,aquila
131 G. Aql,,,193329,100232,20h 19m 43.24s,-01° 04′ 42.9″,6.05,0.58,405,K0,,aquila
8 Aql,,V1729,174589,92524,18h 51m 22.16s,-03° 19′ 04.1″,6.08,1.44,276,F2III,V1729 Aql; Delta Scuti variable,aquila
HD 183589,,,183589,95898,19h 30m 10.53s,+02° 54′ 14.7″,6.08,-2.46,1663,K5Ib,multiple star; suspected variable,aquila
V923 Aql,,V923,183656,95929,19h 30m 33.11s,+03° 26′ 39.8″,6.09,-1.26,962,B5.5IIIpe-B8V,"γ Cas variable, ΔV = 0.12m",aquila
R Aql,,R,177940,93820,19h 06m 22.25s,+08° 13′ 48.0″,6.09,-2.04,1400,M6.5-9e,"Mira variable, Vmax = 5.5m, Vmin = 12.0m, P = 270.5 d",aquila
137 G. Aql,,,194454,100758,20h 25m 42.53s,-02° 48′ 01.0″,6.1,-0.6,713,K1III:,,aquila
V500 Aql,,V500,0,0,19h 52m 27.98s,+08° 28′ 41.6″,6.1,0,0,pec(NOVA) – e+cont,"Nova Aquilae; Vmax = 6.1m, Vmin = 17.8m",aquila
85 G. Aql,,,187660,97687,19h 51m 11.10s,-02° 27′ 39.2″,6.12,-0.09,570,K5III,,aquila
68 Aql,,,194939,100977,20h 28m 24.89s,-03° 21′ 27.9″,6.12,-0.04,557,B9V,double star,aquila
HD 188385,,,188385,97970,19h 54m 40.18s,+07° 08′ 25.3″,6.14,1.6,263,A2V,double star,aquila
HD 194244,,,194244,100664,20h 24m 37.49s,+01° 04′ 06.2″,6.14,-0.92,840,B9V,triple star; suspected variable,aquila
HD 187923,,,187923,97767,19h 52m 03.64s,+11° 37′ 44.9″,6.16,3.95,90,G0V,double star; suspected variable,aquila
101 G. Aql,,,189322,98385,19h 59m 22.63s,+01° 22′ 39.1″,6.17,-0.69,769,G8III,,aquila
34 G. Aql,,,180782,94833,19h 17m 48.18s,+02° 01′ 54.5″,6.19,1.56,275,A1Vn,,aquila
6 G. Aql,,,175640,92963,18h 56m 22.66s,-01° 47′ 59.3″,6.2,0.17,525,B9III,,aquila
145 G. Aql,,,196426,101746,20h 37m 18.38s,+00° 05′ 49.2″,6.21,-0.26,643,B8IIIp,,aquila
7 G. Aql,,,176095,93138,18h 58m 23.71s,+06° 14′ 24.7″,6.22,2.45,185,F5IV,,aquila
4 G. Aql,,,174240,92386,18h 49m 37.18s,+00° 50′ 10.4″,6.24,0.01,575,A1V,,aquila
12 G. Aql,,,176981,93488,19h 02m 21.56s,+08° 22′ 24.7″,6.25,-0.83,849,K2III,,aquila
52 G. Aql,,,183387,95812,19h 29m 18.02s,+00° 14′ 46.0″,6.25,-0.08,603,K2,,aquila
ψ Aql,ψ,,186547,97139,19h 44m 34.19s,+13° 18′ 10.1″,6.25,-0.72,809,B9III-IV,,aquila
88 G. Aql,,,187753,97697,19h 51m 17.73s,+09° 37′ 47.8″,6.25,0.92,380,A1m,,aquila
HD 191984,,,191984,99585,20h 12m 35.12s,+00° 52′ 01.6″,6.25,-0.08,603,A0,double star,aquila
37 G. Aql,,,181122,94916,19h 18m 52.75s,+09° 37′ 05.4″,6.31,0.31,517,G9III,Les Grey,aquila
43 G. Aql,,,182038,95281,19h 23m 04.44s,-07° 24′ 02.0″,6.31,0.41,493,K0,,aquila
HD 183144,,,183144,95664,19h 27m 33.90s,+14° 16′ 57.0″,6.31,-0.73,834,B4III,suspected variable,aquila
71 G. Aql,,,185966,96917,19h 42m 02.90s,-09° 11′ 36.4″,6.31,1.26,334,K2,,aquila
60 G. Aql,,,184573,96356,19h 35m 29.79s,-07° 27′ 36.7″,6.32,1.13,355,K0,,aquila
46 Aql,,,186122,96931,19h 42m 12.81s,+12° 11′ 35.8″,6.33,-0.39,720,B9III,,aquila
25 G. Aql,,,178744,94149,19h 09m 51.59s,-00° 25′ 41.2″,6.34,-0.8,874,B5Vn,,aquila
44 G. Aql,,,182101,95253,19h 22m 48.35s,+09° 54′ 46.4″,6.34,3.58,116,F6V,,aquila
V450 Aql,,V450,184313,96204,19h 33m 46.03s,+05° 27′ 56.8″,6.35,-0.75,858,M5III-M8III,"semiregular variable, Vmax = 6.30m, Vmin = 6.65m, P = 64.20 d",aquila
67 G. Aql,,,185423,96630,19h 38m 48.99s,+03° 22′ 53.5″,6.36,0,0,B3III,,aquila
HD 174569,,,174569,92475,18h 50m 45.55s,+10° 58′ 35.0″,6.37,-2.41,1863,K5III+...,double star,aquila
U Aql,,U,183344,95820,19h 29m 21.36s,-07° 02′ 38.6″,6.37,-2.07,1590,F5-G1I-II,"Cepheid variable, Vmax = 6.08m, Vmin = 6.86m, P = 7.02393 d",aquila
61 G. Aql,,,184663,96351,19h 35m 25.13s,+02° 54′ 48.5″,6.37,3.25,137,F6IV,,aquila
V1472 Aql,,V1472,190658,98954,20h 05m 26.53s,+15° 30′ 01.3″,6.37,-0.44,749,M2 comp,"eclipsing variable, ΔV = ~0.16m",aquila
V1401 Aql,,V1401,190390,98910,20h 05m 05.42s,-11° 35′ 57.8″,6.38,-1.58,1273,F1III,"64 Sagittarii; semiregular variable, Vmax = 6.18m, Vmin = 6.55m",aquila
24 Aql,,,181053,94913,19h 18m 50.93s,+00° 20′ 20.4″,6.4,0.52,488,K0II-III:..,multiple star,aquila
136 G. Aql,,,194263,100672,20h 24m 41.75s,+01° 22′ 07.0″,6.41,-0.71,865,K5,,aquila
75 G. Aql,,,186535,97144,19h 44m 41.27s,+08° 43′ 35.7″,6.43,1,398,K0,,aquila
HD 191104,,,191104,99158,20h 07m 50.34s,+09° 23′ 59.1″,6.43,3.25,141,F3V,double star,aquila
HD 192699,,,192699,99894,20h 16m 06.03s,+04° 34′ 51.3″,6.44,2.3,220,G8IV,has a planet (b),aquila
HD 179791,,,179791,94478,19h 13m 44.02s,+05° 30′ 56.3″,6.47,0.15,598,A3V,suspected variable,aquila
77 G. Aql,,,186660,97244,19h 45m 52.23s,-02° 53′ 00.4″,6.47,-1.14,1087,B3III,,aquila
87 G. Aql,,,187734,97709,19h 51m 26.84s,+04° 05′ 19.1″,6.47,0,0,K0...,double star,aquila
110 G. Aql,,,190664,99024,20h 06m 12.19s,-04° 04′ 41.2″,6.47,1.37,341,K0,,aquila
122 G. Aql,,,192086,99624,20h 13m 04.43s,-00° 19′ 50.9″,6.47,-1.94,1567,K5,,aquila
142 G. Aql,,,195617,101339,20h 32m 20.40s,+02° 07′ 58.1″,6.47,-1.23,1132,K2,,aquila
V1339 Aql,,V1339,187567,97607,19h 50m 17.48s,+07° 54′ 08.7″,6.49,-1.9,1552,B2.5IVe,"Be star; γ Cas variable, Vmax = 6.33m, Vmin = 6.52m",aquila
57 Aql B,,,188294,97967,19h 54m 38.06s,-08° 14′ 13.1″,6.49,1.27,361,B8V,component of the 57 Aql system,aquila
HD 188405,,,188405,98038,19h 55m 19.49s,-06° 44′ 04.7″,6.49,1.83,279,F2V,double star,aquila
V1691 Aql,,V1691,182475,95453,19h 25m 01.51s,-04° 53′ 04.4″,6.5,1.48,329,A9V,"δ Sct variable, ΔV = 0.04m, P = 0.0781 d",aquila
V Aql,,V,177336,93666,19h 04m 24.15s,-05° 41′ 05.4″,6.78,-1.36,1207,"C5,4 – C6,4(N6)","carbon star; semiregular variable, Vmax = 6.6m, Vmin = 8.4m, P = 353 d",aquila
TT Aql,,TT,178359,93990,19h 08m 13.75s,+01° 17′ 55.2″,7.1,-4.84,7951,F6-G5,"Cepheid variable, Vmax = 6.46m, Vmin = 7.70m, P = 13.7546 d",aquila
HD 186641,,,186641,97233,19h 45m 41.0s,-00° 41′ 48″,7.34,2.2,347,K0,has a planet (b),aquila
V604 Aql,,V604,0,0,19h 02m 6.33s,-04° 26′ 43.2″,7.6,0,0,pec(NOVA) – e+cont,"Nova Aquilae; Vmax = 7.6m, Vmin = 18.0m",aquila
HD 183263,,,183263,95740,19h 28m 24.57s,+08° 21′ 29.0″,7.86,4.25,172,G2IV,has two planets (b & c),aquila
HD 179079,,,179079,94256,19h 11m 09.83s,-02° 38′ 18.2″,7.96,3.94,208,G5IV,has a planet (b),aquila
V1703 Aql,,V1703,192263,99711,20h 13m 59.85s,-00° 52′ 00.8″,8.1,6.61,65,K2V,"double star; has a planet (b); BY Draconis variable, ΔV = 0.03m, P = 23.98 d",aquila
HD 176986l,,,176986,93540,19h 03m 06.0s,-11° 02′ 38″,8.45,0,86,K2.5V,has two planets (b & c),aquila
Gliese 726,,,173818,92200,18h 47m 27s,-03° 38′ 23″,8.7,8.17,46.07,K5V,,aquila
V1494 Aql,,V1494,0,0,19h 23m 5.38s,+04° 57′ 20.1″,8.8,0,0,pec(NOVA) – e+cont,"Nova Aquilae; Vmax = 5.03m, Vmin = 16.0m",aquila
WASP-74,,,0,0,20h 18m 10.0s,-01° 04′ 33″,9.7,4.31,391,F9,has a transiting planet (b),aquila
HAT-P-41,,,0,0,19h 49m 17.0s,+04° 40′ 21″,11.09,3.63,1014,,has a transiting planet (b),aquila
V603 Aql,,V603,174107,92316,18h 48m 54.64s,+00° 35′ 02.9″,11.64,4.76,776,pec(NOVA) – e+cont,"Nova Aquilae 1918; Vmax = -1.4m, Vmin = 12.03m",aquila
WASP-80,,,0,0,20h 12m 40.0s,-02° 08′ 44″,11.88,7.99,196,,has a transiting planet (b),aquila
χ Aql B,χ,,186204,0,19h 42m 37.90s,+11° 50′ 31.0″,12.3,5.35,800,G0:+A3V,component of the χ Aql system,aquila
COROT-2,,,0,0,19h 27m 07s,+01° 23′ 02″,12.57,5.29,930,G7V,has a transiting planet (b),aquila
COROT-3,,,0,0,19h 28m 13.27s,+00° 07′ 18.6″,13.3,4.16,2200,F3V,has a transiting brown dwarf (b),aquila
COROT-8,,,0,0,19h 26m 21.24s,+01° 25′ 35.2″,14.8,6.89,1250,K1V,has a transiting planet (b),aquila
COROT-10,,,0,0,19h 24m 15.30s,+00° 44′ 46.0″,15.22,7.53,1130,K1V,has a transiting planet (b),aquila
VB 10,,,0,0,19h 16m 57.62s,+05° 09′ 02.2″,17.3,18.47,19,M8V,has a planet (b),aquila
V606 Aql,,V606,0,0,19h 20m 24.3s,-00° 08′ 7.0″,0,0,700,pec(NOVA) – e+cont,"Nova Aquilae; Vmax = 5.5m, Vmin = 17.3m",aquila
W50 (nebula),,,0,0,19h 11m 49s,-04° 59′ 12.0″,0,0,16000,,Supernova remnant,aquila
β Ara,β,,157244,85258,17h 25m 18.00s,-55° 31′ 47.4″,2.84,-3.49,603,K3Ib-II,,ara
α Ara,α,,158427,85792,17h 31m 50.52s,-49° 52′ 33.5″,2.84,-1.51,242,B2Vne,"Choo, Tchou; λ Eri and γ Cas variable, Vmax = 2.73m, Vmin = 3.00m, P = 0.98127 d",ara
ζ Ara,ζ,,152786,83081,16h 58m 37.23s,-55° 59′ 24.2″,3.12,-3.11,574,K5III,,ara
γ Ara,γ,,157246,85267,17h 25m 23.66s,-56° 22′ 39.7″,3.31,-4.4,1136,B1Ib,,ara
δ Ara,δ,,158094,85727,17h 31m 05.98s,-60° 41′ 01.0″,3.6,-0.19,187,B8V,,ara
θ Ara,θ,,165024,88714,18h 06m 37.88s,-50° 05′ 29.2″,3.65,-3.81,1012,B2Ib,,ara
η Ara,η,,151249,82363,16h 49m 47.11s,-59° 02′ 28.7″,3.77,-1.14,313,K5III,binary star,ara
ε1 Ara,ε1,,152980,83153,16h 59m 35.05s,-53° 09′ 37.8″,4.06,-0.79,304,K4III,,ara
σ Ara,σ,,159217,86092,17h 35m 39.61s,-46° 30′ 20.1″,4.56,-0.8,385,A0V,,ara
λ Ara,λ,,160032,86486,17h 40m 23.73s,-49° 24′ 54.6″,4.76,3.06,71,F3IV,suspected δ Sct variable,ara
μ Ara,μ,,160691,86796,17h 44m 08.72s,-51° 50′ 00.9″,5.12,4.2,50,G3IV-V,"Cervantes,[1] has four planets (b, c, d, & e)",ara
κ Ara,κ,,157457,85312,17h 26m 00.03s,-50° 38′ 00.7″,5.19,-0.24,398,K1III,a triple star system.,ara
ι Ara,ι,,157042,85079,17h 23m 16.08s,-47° 28′ 05.4″,5.21,-1.51,721,B2IIIne,"Be star, Vmax = 5.18m, Vmin = 5.26m, P = 0.5565 d",ara
π Ara,π,,159492,86305,17h 38m 05.57s,-54° 30′ 00.3″,5.25,2.12,137,A7V,,ara
ε2 Ara,ε2,,153580,83431,17h 03m 08.71s,-53° 14′ 11.9″,5.27,3.17,86,F6V,,ara
HD 157661,,,157661,85389,17h 26m 51.98s,-45° 50′ 34.7″,5.28,-1.04,599,B8V,multiple star system,ara
41 G. Ara,,,156274,84720,17h 19m 02.95s,-46° 38′ 11.4″,5.47,5.75,29,G8V,binary star; suspected variable,ara
ρ2,ρ2[2],,152824,83057,16h 58m 17.95s,-50° 38′ 27.9″,5.53,-0.5,523,B9IV,,ara
HD 150898,,,150898,82171,16h 47m 19.66s,-58° 20′ 29.0″,5.55,-3.48,2090,B0Iab,suspected variable,ara
HD 150168,,,150168,81733,16h 41m 40.23s,-49° 39′ 05.6″,5.62,-4.38,3260,B1II,,ara
HD 153053,,,153053,83187,17h 00m 06.29s,-54° 35′ 49.2″,5.64,2.12,165,A3V,,ara
HD 150136,,,150136,81702,16h 41m 20.42s,-48° 45′ 46.7″,5.65,0,0,O3.5If*+O6V,"triple star; suspected rotating ellipsoidal variable, ΔV = 0.03m",ara
V539 Ara,ν1,V539,161783,87314,17h 50m 28.39s,-53° 36′ 44.6″,5.68,-1.33,823,B2V + B3V,"Algol variable and slowly pulsating B star, Vmax = 5.71m, Vmin = 6.24m, P = 3.169094 d",ara
HD 156838,,,156838,85147,17h 24m 01.08s,-62° 51′ 50.9″,5.69,-2.82,1638,B2IV,,ara
HD 157753,,,157753,85470,17h 27m 57.62s,-52° 17′ 49.3″,5.72,0.81,312,K2III,,ara
HD 153716,,,153716,83535,17h 04m 24.73s,-57° 42′ 43.6″,5.73,-1,723,B5IV,,ara
